x_coord,y_coord,green
422.9813471,918.3656183,0.166051229
395.0937824,1002.132314,0.169733683
395.0937824,1002.132314,0.235275269
354.9979275,1164.180429,0.241917928
354.9979275,1164.180429,0.153498332
397.2481865,1138.892369,0.179214478
397.2481865,1138.892369,0.176778158
447.6373057,1146.887859,0.103612264
447.6373057,1146.887859,0.161092122
450.3901554,1106.445558,0.087753296
450.3901554,1106.445558,0.217173258
492.7601036,1149.3051,0.135075887
492.7601036,1149.3051,0.058598836
512.7481865,1203.693021,0.174072266
512.7481865,1203.693021,0.190129598
512.7481865,1203.693021,0.174072266
512.7481865,1203.693021,0.190129598
530.2227979,1127.363989,0.085927327
530.2227979,1127.363989,0.282460531
610.653886,809.5897757,0.175994873
610.653886,809.5897757,0.274012248
622.6227979,778.9094098,0.249094645
622.6227979,778.9094098,0.105316162
643.9274611,765.428643,0.155604045
643.9274611,765.428643,0.19565328
673.8497409,771.0068914,0.110473633
673.8497409,771.0068914,0.08748881
698.1466321,775.004636,0.212122599
698.1466321,775.004636,0.058792114
732.8564767,780.0250595,0.25213623
732.8564767,780.0250595,0.113683065
751.6476684,783.7438917,0.207021077
751.6476684,783.7438917,0.105997721
778.4580311,786.7189575,0.18027242
778.4580311,786.7189575,0.14386495
642.1321244,146.2430773,0.27003479
642.1321244,146.2430773,0.101593018
624.8968912,207.9756923,0.215342204
624.8968912,207.9756923,0.14159139
594.9746114,278.2616214,0.229654948
594.9746114,278.2616214,0.253097534
584.3222798,330.6041849,0.293604533
584.3222798,330.6041849,0.254435221
625.3756477,359.0532515,0.27990214
625.3756477,359.0532515,0.183598836
650.2709845,422.3663701,0.273061117
650.2709845,422.3663701,0.071751912
611.0129534,503.6228543,0.125055949
611.0129534,503.6228543,0.190750122
612.688601,565.44844,0.198974609
612.688601,565.44844,0.301457723
395.0937824,137.1319384,0.215148926
395.0937824,137.1319384,0.227305094
433.1549223,161.676231,0.38999939
433.1549223,161.676231,0.269719442
433.1549223,161.676231,0.38999939
433.1549223,161.676231,0.269719442
522.3233161,169.6717203,0.248174032
522.3233161,169.6717203,0.297210693
562.0601036,149.9619095,0.24134318
562.0601036,149.9619095,0.313329061
428.7264249,230.102744,0.265940348
428.7264249,230.102744,0.115865072
441.4134715,229.173036,0.133539836
441.4134715,229.173036,0.187667847
178.4564767,212.2523493,0.144917806
178.4564767,212.2523493,0.109888713
217.953886,213.7398822,0.185801188
217.953886,213.7398822,0.099456787
271.6943005,226.1979702,0.121607463
271.6943005,226.1979702,0.118789673
309.1569948,229.7308608,0.18598938
309.1569948,229.7308608,0.103790283
333.6932642,208.2546047,0.177047729
333.6932642,208.2546047,0.262481689
326.392228,289.5110888,0.19148763
326.392228,289.5110888,0.170883179
365.4108808,296.7628117,0.124704997
365.4108808,296.7628117,0.118398031
361.8202073,344.7357474,0.169509888
361.8202073,344.7357474,0.166890462
276.3621762,375.6950257,0.194793701
276.3621762,375.6950257,0.073974609
315.1414508,354.032828,0.211156209
315.1414508,354.032828,0.182729085
295.3927461,411.8606691,0.105682373
295.3927461,411.8606691,0.160359701
336.2067358,391.4070918,0.182510376
336.2067358,391.4070918,0.240020752
300.1803109,448.4911665,0.208028158
300.1803109,448.4911665,0.172770182
256.3740933,467.9220649,0.189142863
256.3740933,467.9220649,0.091567993
198.8036269,462.157875,0.127894084
198.8036269,462.157875,0.177769979
